gene,TAloc,ORFsize
819,764,798
819,734,798
819,701,798
819,672,798
819,566,798
819,544,798
819,533,798
819,506,798
819,368,798
819,357,798
819,312,798
819,289,798
819,247,798
819,234,798
819,175,798
819,14,798
820,975,1008
820,936,1008
820,779,1008
820,767,1008
820,758,1008
820,669,1008
820,559,1008
820,548,1008
820,530,1008
820,274,1008
821,101,1302
821,149,1302
821,317,1302
821,375,1302
821,391,1302
821,516,1302
821,554,1302
821,707,1302
821,837,1302
821,956,1302
821,1034,1302
821,1096,1302
821,1106,1302
821,1245,1302
821,1253,1302
821,1290,1302
821,1301,1302
822,653,657
822,546,657
822,529,657
822,504,657
822,488,657
822,481,657
822,471,657
822,451,657
822,395,657
822,390,657
822,365,657
822,350,657
822,279,657
822,273,657
822,265,657
822,198,657
823,53,2265
823,83,2265
823,140,2265
823,170,2265
823,197,2265
823,329,2265
823,341,2265
823,454,2265
823,497,2265
823,554,2265
823,570,2265
823,594,2265
823,597,2265
823,682,2265
823,809,2265
823,858,2265
823,879,2265
823,1143,2265
823,1161,2265
823,1163,2265
823,1189,2265
823,1275,2265
823,1322,2265
823,1331,2265
823,1416,2265
823,1439,2265
823,1457,2265
823,1490,2265
823,1661,2265
823,1747,2265
823,1866,2265
823,1929,2265
823,1992,2265
823,2016,2265
823,2255,2265
824,127,630
824,297,630
824,306,630
824,361,630
824,399,630
824,487,630
824,613,630
825,7,957
825,13,957
825,41,957
825,51,957
825,55,957
825,95,957
825,199,957
825,218,957
825,289,957
825,312,957
825,354,957
825,400,957
825,408,957
825,535,957
825,629,957
825,686,957
825,764,957
825,900,957
826,1512,1599
826,1502,1599
826,1441,1599
826,1415,1599
826,1393,1599
826,1386,1599
826,1370,1599
826,1352,1599
826,1342,1599
826,1301,1599
826,1298,1599
826,1292,1599
826,1176,1599
826,1150,1599
826,1084,1599
826,1003,1599
826,959,1599
826,898,1599
826,896,1599
826,838,1599
826,780,1599
826,743,1599
826,683,1599
826,637,1599
826,609,1599
826,548,1599
826,542,1599
826,519,1599
826,490,1599
826,449,1599
826,447,1599
826,410,1599
826,377,1599
826,295,1599
826,284,1599
826,231,1599
826,180,1599
826,176,1599
826,169,1599
826,156,1599
826,67,1599
827,107,108
827,41,108
827,17,108
828,1,390
828,127,390
828,283,390
829,9,1584
829,20,1584
829,155,1584
829,158,1584
829,167,1584
829,323,1584
829,629,1584
829,647,1584
829,663,1584
829,748,1584
829,772,1584
829,831,1584
829,839,1584
829,845,1584
829,865,1584
829,885,1584
829,992,1584
829,1016,1584
829,1043,1584
829,1194,1584
829,1271,1584
829,1276,1584
829,1347,1584
829,1379,1584
829,1457,1584
829,1464,1584
829,1488,1584
830,40,1095
830,49,1095
830,56,1095
830,194,1095
830,265,1095
830,353,1095
830,406,1095
830,491,1095
830,496,1095
830,611,1095
830,702,1095
830,722,1095
830,873,1095
830,1023,1095
830,1094,1095
831,182,183
831,112,183
831,106,183
831,56,183
831,19,183
832,1099,1107
832,993,1107
832,936,1107
832,930,1107
832,808,1107
832,767,1107
832,661,1107
832,626,1107
832,522,1107
832,447,1107
832,399,1107
832,382,1107
832,332,1107
832,298,1107
832,290,1107
832,264,1107
832,56,1107
833,58,888
833,262,888
833,296,888
833,335,888
833,367,888
833,476,888
833,554,888
833,647,888
833,707,888
833,719,888
833,729,888
833,760,888
833,771,888
833,798,888
833,822,888
833,871,888
834,680,681
834,642,681
834,605,681
834,575,681
834,479,681
834,464,681
834,444,681
834,410,681
834,372,681
834,356,681
834,308,681
834,263,681
834,154,681
834,118,681
835,85,99
835,74,99
835,65,99
835,46,99
836,285,303
836,81,303
836,1,303
837,794,834
837,773,834
837,747,834
837,695,834
837,669,834
837,653,834
837,424,834
837,404,834
837,302,834
837,290,834
837,284,834
837,278,834
837,248,834
837,115,834
837,101,834
838,359,423
838,210,423
838,31,423
839,780,813
839,769,813
839,592,813
839,516,813
839,477,813
839,463,813
839,415,813
839,406,813
839,395,813
839,305,813
839,283,813
839,222,813
839,212,813
839,110,813
839,101,813
839,1,813
840,51,807
840,54,807
840,74,807
840,258,807
840,455,807
840,494,807
840,518,807
840,573,807
840,581,807
840,689,807
840,769,807
841,93,948
841,191,948
841,271,948
841,427,948
841,470,948
841,498,948
841,707,948
841,772,948
841,845,948
841,881,948
841,905,948
841,916,948
841,923,948
841,943,948
842,38,777
842,41,777
842,198,777
842,217,777
842,221,777
842,232,777
842,370,777
842,430,777
842,593,777
842,616,777
842,696,777
842,755,777
842,776,777
843,641,642
843,569,642
843,359,642
843,165,642
843,66,642
843,36,642
843,14,642
844,2054,2055
844,1974,2055
844,1775,2055
844,1690,2055
844,1651,2055
844,1483,2055
844,1452,2055
844,1450,2055
844,1408,2055
844,1352,2055
844,1345,2055
844,1229,2055
844,1187,2055
844,1121,2055
844,1095,2055
844,990,2055
844,982,2055
844,938,2055
844,899,2055
844,887,2055
844,883,2055
844,724,2055
844,694,2055
844,615,2055
844,417,2055
844,402,2055
844,365,2055
844,301,2055
844,160,2055
844,84,2055
845,1110,1170
845,1032,1170
845,972,1170
845,929,1170
845,907,1170
845,771,1170
845,683,1170
845,599,1170
845,583,1170
845,471,1170
845,469,1170
845,420,1170
845,402,1170
845,330,1170
845,296,1170
845,272,1170
845,167,1170
846,1016,1017
846,982,1017
846,949,1017
846,850,1017
846,814,1017
846,798,1017
846,758,1017
846,711,1017
846,611,1017
846,544,1017
846,529,1017
846,485,1017
846,452,1017
846,408,1017
846,350,1017
846,245,1017
846,140,1017
846,137,1017
846,110,1017
846,62,1017
847,659,720
847,623,720
847,578,720
847,559,720
847,429,720
847,360,720
847,296,720
847,254,720
847,248,720
847,141,720
847,70,720
847,61,720
847,46,720
848,49,1092
848,58,1092
848,121,1092
848,123,1092
848,170,1092
848,218,1092
848,274,1092
848,356,1092
848,422,1092
848,464,1092
848,491,1092
848,579,1092
848,602,1092
848,611,1092
848,662,1092
848,735,1092
848,833,1092
848,863,1092
848,1017,1092
848,1020,1092
848,1076,1092
848,1084,1092
849,398,399
849,382,399
849,370,399
849,251,399
849,201,399
849,19,399
849,11,399
849,7,399
850,25,396
850,239,396
850,253,396
850,301,396
850,387,396
851,6,906
851,58,906
851,101,906
851,122,906
851,151,906
851,161,906
851,338,906
851,371,906
851,555,906
851,557,906
851,619,906
851,649,906
851,683,906
851,737,906
851,767,906
851,771,906
851,802,906
851,818,906
851,839,906
851,881,906
851,905,906
852,917,918
852,848,918
852,825,918
852,809,918
852,772,918
852,729,918
852,713,918
852,688,918
852,677,918
852,648,918
852,638,918
852,487,918
852,421,918
852,401,918
852,381,918
852,346,918
852,332,918
852,243,918
852,232,918
852,103,918
852,90,918
853,148,171
854,47,453
854,67,453
854,124,453
854,299,453
854.1,370,2250
854.1,397,2250
854.1,442,2250
854.1,478,2250
854.1,646,2250
854.1,757,2250
854.1,859,2250
854.1,1735,2250
854.1,1918,2250
854.1,2062,2250
854.1,2137,2250
854.1,2249,2250
855,2639,2640
855,2587,2640
855,2543,2640
855,2533,2640
855,2505,2640
855,2473,2640
855,2424,2640
855,2383,2640
855,2325,2640
855,2127,2640
855,2022,2640
855,1960,2640
855,1705,2640
855,1672,2640
855,1582,2640
855,1396,2640
855,1163,2640
855,1087,2640
855,985,2640
855,982,2640
855,781,2640
855,744,2640
855,580,2640
855,364,2640
855,318,2640
855,260,2640
855,250,2640
855,185,2640
856,10,852
856,36,852
856,135,852
856,360,852
856,377,852
856,508,852
856,518,852
856,529,852
856,574,852
856,585,852
856,593,852
856,607,852
856,674,852
856,746,852
856,765,852
856,771,852
856,790,852
856,851,852
856.1,535,552
856.1,531,552
856.1,392,552
856.1,388,552
856.1,378,552
856.1,362,552
856.1,306,552
856.1,228,552
856.1,201,552
856.1,172,552
856.1,82,552
856.1,78,552
856.1,57,552
856.1,39,552
857,746,747
857,606,747
857,585,747
857,560,747
857,536,747
857,497,747
857,446,747
857,380,747
857,178,747
857,123,747
857,20,747
858,1026,1029
858,941,1029
858,900,1029
858,885,1029
858,834,1029
858,832,1029
858,816,1029
858,791,1029
858,694,1029
858,644,1029
858,565,1029
858,553,1029
858,532,1029
858,459,1029
858,430,1029
858,421,1029
858,314,1029
858,290,1029
858,202,1029
858,158,1029
858,114,1029
858,81,1029
858,56,1029
859,188,189
859,25,189
859,17,189
860,60,696
860,170,696
860,206,696
860,314,696
860,389,696
860,397,696
860,620,696
861,26,813
861,28,813
861,38,813
861,95,813
861,107,813
861,228,813
861,298,813
861,372,813
861,381,813
861,403,813
861,440,813
861,497,813
861,645,813
861,783,813
861,812,813
862,856,861
862,521,861
862,488,861
862,381,861
862,320,861
862,268,861
862,204,861
862,113,861
862,81,861
863,56,243
863,84,243
863,119,243
864,44,1329
864,101,1329
864,161,1329
864,171,1329
864,176,1329
864,233,1329
864,309,1329
864,357,1329
864,494,1329
864,511,1329
864,578,1329
864,631,1329
864,633,1329
864,652,1329
864,701,1329
864,792,1329
864,833,1329
864,861,1329
864,970,1329
864,1109,1329
864,1159,1329
864,1183,1329
864,1197,1329
864,1322,1329
865,10,1005
865,59,1005
865,91,1005
865,165,1005
865,244,1005
865,303,1005
865,351,1005
865,363,1005
865,394,1005
865,407,1005
865,501,1005
865,558,1005
865,578,1005
865,599,1005
865,617,1005
865,633,1005
865,737,1005
865,776,1005
866,650,651
866,581,651
866,558,651
866,539,651
866,537,651
866,293,651
866,262,651
866,236,651
866,185,651
866,57,651
867,23,1290
867,59,1290
867,69,1290
867,131,1290
867,147,1290
867,242,1290
867,273,1290
867,278,1290
867,322,1290
867,369,1290
867,407,1290
867,490,1290
867,495,1290
867,564,1290
867,581,1290
867,634,1290
867,795,1290
867,921,1290
867,940,1290
867,958,1290
867,976,1290
867,983,1290
867,990,1290
867,994,1290
867,1066,1290
867,1153,1290
867,1275,1290
868,119,120
869,1505,1515
869,1469,1515
869,1389,1515
869,1333,1515
869,1323,1515
869,1307,1515
869,1291,1515
869,1263,1515
869,1232,1515
869,1205,1515
869,1108,1515
869,1045,1515
869,956,1515
869,902,1515
869,790,1515
869,749,1515
869,746,1515
869,740,1515
869,679,1515
869,629,1515
869,560,1515
869,518,1515
869,516,1515
869,473,1515
869,443,1515
869,439,1515
869,388,1515
869,263,1515
869,196,1515
869,96,1515
869,25,1515
870,75,417
870,156,417
870,160,417
870,270,417
870,273,417
870,316,417
871,1,1214
871,33,1214
871,66,1214
871,125,1214
871,146,1214
871,196,1214
871,213,1214
871,264,1214
871,286,1214
871,308,1214
871,340,1214
871,360,1214
871,396,1214
871,409,1214
871,416,1214
871,485,1214
871,502,1214
871,578,1214
871,605,1214
871,632,1214
871,735,1214
871,841,1214
871,845,1214
871,863,1214
871,941,1214
871,980,1214
871,1054,1214
871,1069,1214
871,1081,1214
871,1103,1214
871,1148,1214
871,1213,1214
872,16,1259
872,18,1259
872,86,1259
872,101,1259
872,113,1259
872,117,1259
872,135,1259
872,230,1259
872,374,1259
872,434,1259
872,471,1259
872,474,1259
872,531,1259
872,648,1259
872,671,1259
872,692,1259
872,740,1259
872,768,1259
872,848,1259
872,1045,1259
872,1054,1259
872,1130,1259
872,1134,1259
873,47,333
873,81,333
873,95,333
873,128,333
873,162,333
873,181,333
873,194,333
873,246,333
873,316,333
873,332,333
874,836,837
874,737,837
874,705,837
874,694,837
874,491,837
874,476,837
874,370,837
874,270,837
874,114,837
874,73,837
875,17,837
875,28,837
875,179,837
875,205,837
875,242,837
875,262,837
875,332,837
875,366,837
875,378,837
875,457,837
875,508,837
875,511,837
875,609,837
875,619,837
875,779,837
876,1550,1683
876,1466,1683
876,1427,1683
876,1318,1683
876,1268,1683
876,1237,1683
876,1196,1683
876,1062,1683
876,953,1683
876,806,1683
876,584,1683
876,540,1683
876,522,1683
876,520,1683
876,518,1683
876,495,1683
876,474,1683
876,466,1683
876,296,1683
876,243,1683
876,212,1683
876,197,1683
876,116,1683
876,60,1683
876,56,1683
876,41,1683
877,27,444
877,31,444
877,120,444
877,206,444
877,208,444
877,278,444
877,443,444
878,52,1080
878,340,1080
878,395,1080
878,431,1080
878,459,1080
878,524,1080
878,583,1080
878,677,1080
878,686,1080
878,707,1080
878,809,1080
878,821,1080
878,901,1080
878,1079,1080
879,104,435
879,107,435
879,182,435
879,254,435
879,280,435
880,10,474
880,18,474
880,28,474
880,152,474
880,219,474
880,227,474
880,299,474
880,319,474
880,473,474
881,1193,1194
881,1189,1194
881,1011,1194
881,980,1194
881,954,1194
881,947,1194
881,938,1194
881,831,1194
881,788,1194
881,779,1194
881,612,1194
881,602,1194
881,496,1194
881,441,1194
881,408,1194
881,365,1194
881,356,1194
881,245,1194
881,198,1194
881,170,1194
881,70,1194
881,26,1194
882,23,1212
882,400,1212
882,425,1212
882,509,1212
882,516,1212
882,557,1212
882,725,1212
882,753,1212
882,1211,1212
883,101,2163
883,168,2163
883,252,2163
883,307,2163
883,471,2163
883,520,2163
883,615,2163
883,677,2163
883,857,2163
883,1025,2163
883,1046,2163
883,1056,2163
883,1087,2163
883,1100,2163
883,1375,2163
883,1475,2163
883,1603,2163
883,1631,2163
883,1705,2163
883,1733,2163
883,1814,2163
883,1820,2163
883,2057,2163
883,2074,2163
883,2080,2163
883,2123,2163
883,2157,2163
884,1628,1629
884,1586,1629
884,1580,1629
884,1566,1629
884,1541,1629
884,1505,1629
884,1467,1629
884,1410,1629
884,1372,1629
884,1348,1629
884,1232,1629
884,1139,1629
884,1112,1629
884,1013,1629
884,997,1629
884,869,1629
884,821,1629
884,811,1629
884,788,1629
884,670,1629
884,533,1629
884,473,1629
884,257,1629
884,206,1629
884,197,1629
884,116,1629
884,13,1629
885,2270,2271
885,2172,2271
885,2120,2271
885,2041,2271
885,1981,2271
885,1958,2271
885,1833,2271
885,1746,2271
885,1661,2271
885,1657,2271
885,1644,2271
885,1633,2271
885,1547,2271
885,1375,2271
885,1365,2271
885,1273,2271
885,1164,2271
885,1158,2271
885,1103,2271
885,1078,2271
885,1071,2271
885,885,2271
885,807,2271
885,768,2271
885,750,2271
885,690,2271
885,376,2271
885,319,2271
885,232,2271
885,22,2271
886,28,282
886,103,282
886,122,282
886,201,282
886,231,282
886,251,282
886,281,282
887,29,504
887,85,504
887,135,504
887,139,504
887,223,504
887,277,504
887,316,504
887,336,504
887,343,504
887,407,504
887,442,504
888,59,483
888,61,483
888,82,483
888,165,483
888,220,483
888,235,483
888,269,483
888,405,483
889,155,426
889,207,426
889,400,426
889,425,426
890,1211,1224
890,1135,1224
890,1133,1224
890,780,1224
890,612,1224
890,493,1224
890,354,1224
890,191,1224
890,72,1224
890,61,1224
890,19,1224
890,1,1224
891,278,279
891,258,279
891,255,279
891,231,279
891,188,279
891,132,279
891,50,279
892,1082,1083
892,948,1083
892,744,1083
892,676,1083
892,632,1083
892,621,1083
892,478,1083
892,451,1083
892,340,1083
892,300,1083
892,252,1083
892,240,1083
892,164,1083
892,135,1083
892,72,1083
892.1,303,390
892.1,140,390
892.1,62,390
892.1,22,390
892.1,9,390
892.1,1,390
893,26,408
893,80,408
893,328,408
893,338,408
893,407,408
894,1829,1830
894,1579,1830
894,1495,1830
894,1420,1830
894,1402,1830
894,1252,1830
894,1243,1830
894,1150,1830
894,1102,1830
894,991,1830
894,984,1830
894,929,1830
894,799,1830
894,792,1830
894,757,1830
894,694,1830
894,656,1830
894,622,1830
894,563,1830
894,561,1830
894,416,1830
894,382,1830
894,265,1830
894,260,1830
894,229,1830
894,185,1830
894,12,1830
894,8,1830
895,191,192
895,102,192
895,74,192
895,71,192
895,59,192
895,55,192
895,49,192
896,76,1953
896,120,1953
896,129,1953
896,257,1953
896,311,1953
896,341,1953
896,420,1953
896,471,1953
896,495,1953
896,507,1953
896,510,1953
896,584,1953
896,627,1953
896,639,1953
896,646,1953
896,657,1953
896,882,1953
896,924,1953
896,987,1953
896,1022,1953
896,1105,1953
896,1152,1953
896,1175,1953
896,1218,1953
896,1351,1953
896,1403,1953
896,1446,1953
896,1457,1953
896,1535,1953
896,1600,1953
896,1614,1953
896,1688,1953
896,1811,1953
896,1833,1953
896,1952,1953
897,1283,1284
897,1167,1284
897,1032,1284
897,855,1284
897,756,1284
897,731,1284
897,725,1284
897,515,1284
897,464,1284
897,436,1284
897,57,1284
897,17,1284
898,481,489
898,444,489
898,296,489
898,294,489
898,252,489
898,233,489
898,222,489
898,161,489
898,155,489
898,122,489
898,84,489
898,81,489
899,1618,1680
899,1508,1680
899,1381,1680
899,1299,1680
899,1291,1680
899,1287,1680
899,1248,1680
899,1121,1680
899,1081,1680
899,1066,1680
899,993,1680
899,982,1680
899,971,1680
899,656,1680
899,617,1680
899,473,1680
899,426,1680
899,408,1680
899,372,1680
899,322,1680
899,299,1680
899,226,1680
899,213,1680
899,167,1680
899,122,1680
899,101,1680
900,60,789
900,140,789
900,155,789
900,206,789
900,242,789
900,295,789
900,410,789
900,530,789
900,547,789
900,630,789
900,637,789
900,670,789
900,677,789
900,734,789
900,743,789
900,788,789
901,1320,1335
901,1275,1335
901,1266,1335
901,1203,1335
901,1155,1335
901,1123,1335
901,1060,1335
901,1048,1335
901,919,1335
901,712,1335
901,692,1335
901,473,1335
901,431,1335
901,302,1335
901,300,1335
901,227,1335
901,159,1335
901,50,1335
901,34,1335
902,275,276
902,260,276
902,42,276
902,16,276
903,620,636
903,558,636
903,484,636
903,466,636
903,223,636
904,131,729
904,134,729
904,277,729
904,339,729
904,371,729
904,390,729
904,408,729
904,419,729
904,451,729
904,516,729
904,558,729
904,585,729
904,607,729
904,686,729
904,697,729
905,172,285
905,284,285
906,761,762
906,711,762
906,597,762
906,406,762
906,285,762
906,262,762
906,117,762
907,1130,1131
907,1022,1131
907,997,1131
907,890,1131
907,866,1131
907,811,1131
907,749,1131
907,584,1131
907,581,1131
907,552,1131
907,314,1131
907,234,1131
907,224,1131
908,18,1023
908,65,1023
908,122,1023
908,130,1023
908,221,1023
908,332,1023
908,365,1023
908,371,1023
908,674,1023
908,682,1023
908,731,1023
908,904,1023
908,933,1023
908,974,1023
908,1022,1023
909,12,1728
909,16,1728
909,119,1728
909,121,1728
909,159,1728
909,242,1728
909,245,1728
909,273,1728
909,345,1728
909,377,1728
909,446,1728
909,507,1728
909,545,1728
909,573,1728
909,588,1728
909,614,1728
909,679,1728
909,867,1728
909,1002,1728
909,1124,1728
909,1244,1728
909,1355,1728
909,1417,1728
909,1480,1728
909,1651,1728
909,1713,1728
910,512,513
910,404,513
910,217,513
910,201,513
910,128,513
910.1,39,156
910.2,30,267
910.2,49,267
910.2,107,267
910.2,144,267
910.2,246,267
910.2,251,267
910.2,262,267
910.3,63,150
910.3,71,150
910.3,130,150
910.4,146,147
910.4,138,147
910.4,79,147
910.4,35,147
911,6,1524
911,59,1524
911,90,1524
911,124,1524
911,234,1524
911,273,1524
911,333,1524
911,375,1524
911,548,1524
911,580,1524
911,638,1524
911,740,1524
911,768,1524
911,797,1524
911,830,1524
911,833,1524
911,863,1524
911,922,1524
911,937,1524
911,967,1524
911,1013,1524
911,1058,1524
911,1100,1524
911,1107,1524
911,1111,1524
911,1166,1524
911,1226,1524
911,1296,1524
911,1376,1524
911,1415,1524
911,1496,1524
911,1518,1524
912,1107,1122
912,1055,1122
912,945,1122
912,824,1122
912,758,1122
912,506,1122
912,392,1122
912,365,1122
912,290,1122
912,129,1122
912,101,1122
912,55,1122
912,1,1122
914,2616,2649
914,2607,2649
914,2579,2649
914,2508,2649
914,2408,2649
914,2306,2649
914,2159,2649
914,2079,2649
914,2067,2649
914,1971,2649
914,1921,2649
914,1853,2649
914,1838,2649
914,1823,2649
914,1812,2649
914,1779,2649
914,1751,2649
914,1729,2649
914,1727,2649
914,1725,2649
914,1662,2649
914,1615,2649
914,1512,2649
914,1487,2649
914,1453,2649
914,1421,2649
914,1397,2649
914,1387,2649
914,1284,2649
914,1261,2649
914,1224,2649
914,1101,2649
914,1087,2649
914,962,2649
914,959,2649
914,899,2649
914,872,2649
914,825,2649
914,778,2649
914,525,2649
914,516,2649
914,408,2649
914,393,2649
914,349,2649
914,342,2649
914,312,2649
914,217,2649
914,39,2649
915,852,858
915,714,858
915,648,858
915,574,858
915,560,858
915,540,858
915,529,858
915,519,858
915,517,858
915,513,858
915,454,858
915,427,858
915,416,858
915,379,858
915,312,858
915,285,858
915,240,858
915,225,858
915,223,858
915,164,858
915,146,858
915,126,858
915,117,858
915,115,858
915,22,858
915.1,17,396
915.1,58,396
915.1,67,396
915.1,127,396
915.1,190,396
915.1,231,396
915.1,243,396
915.1,268,396
915.1,289,396
915.1,291,396
915.1,318,396
915.1,329,396
915.1,331,396
915.1,334,396
915.1,345,396
916,43,1488
916,67,1488
916,88,1488
916,104,1488
916,142,1488
916,149,1488
916,185,1488
916,191,1488
916,254,1488
916,278,1488
916,381,1488
916,411,1488
916,426,1488
916,529,1488
916,546,1488
916,580,1488
916,628,1488
916,638,1488
916,695,1488
916,697,1488
916,704,1488
916,706,1488
916,768,1488
916,792,1488
916,839,1488
916,861,1488
916,881,1488
916,912,1488
916,925,1488
916,1113,1488
916,1135,1488
916,1209,1488
916,1221,1488
916,1273,1488
916,1283,1488
916,1285,1488
916,1346,1488
916,1363,1488
916,1414,1488
916,1419,1488
916,1433,1488
916,1448,1488
916,1468,1488
917,977,978
917,951,978
917,909,978
917,879,978
917,877,978
917,850,978
917,812,978
917,796,978
917,734,978
917,616,978
917,607,978
917,586,978
917,554,978
917,496,978
917,486,978
917,429,978
917,422,978
917,263,978
917,251,978
917,191,978
917,165,978
917,119,978
917,63,978
917,57,978
917,19,978
918,10,1182
918,41,1182
918,196,1182
918,269,1182
918,295,1182
918,462,1182
918,477,1182
918,514,1182
918,634,1182
918,643,1182
918,756,1182
918,959,1182
918,1037,1182
918,1049,1182
918,1064,1182
918,1118,1182
918,1149,1182
918,1178,1182
919,18,1563
919,102,1563
919,159,1563
919,165,1563
919,245,1563
919,377,1563
919,391,1563
919,415,1563
919,447,1563
919,480,1563
919,507,1563
919,530,1563
919,582,1563
919,753,1563
919,763,1563
919,957,1563
919,965,1563
919,987,1563
919,1005,1563
919,1033,1563
919,1042,1563
919,1081,1563
919,1140,1563
919,1150,1563
919,1204,1563
919,1322,1563
919,1352,1563
919,1399,1563
919,1500,1563
919,1562,1563
920,35,1296
920,166,1296
920,182,1296
920,212,1296
920,221,1296
920,269,1296
920,281,1296
920,298,1296
920,440,1296
920,443,1296
920,530,1296
920,536,1296
920,566,1296
920,574,1296
920,603,1296
920,635,1296
920,786,1296
920,876,1296
920,935,1296
920,944,1296
920,1064,1296
920,1085,1296
920,1103,1296
920,1118,1296
920,1250,1296
920,1259,1296
920,1274,1296
920,1284,1296
920,1295,1296
921,1607,1608
921,1476,1608
921,1269,1608
921,1242,1608
921,1121,1608
921,1107,1608
921,1070,1608
921,835,1608
921,821,1608
921,811,1608
921,771,1608
921,665,1608
921,579,1608
921,488,1608
921,395,1608
921,272,1608
921,191,1608
921,185,1608
921,147,1608
921,74,1608
921,1,1608
921.1,263,264
921.1,254,264
922,10,981
922,68,981
922,112,981
922,126,981
922,140,981
922,169,981
922,253,981
922,274,981
922,568,981
922,574,981
922,583,981
922,691,981
922,710,981
922,729,981
922,779,981
922,805,981
922,811,981
922,840,981
922,851,981
922,980,981
923,29,153
923,69,153
924,105,531
924,133,531
924,304,531
924,320,531
924,329,531
924,413,531
924,416,531
924,437,531
924,445,531
925,1409,1410
925,1047,1410
925,1031,1410
925,985,1410
925,660,1410
925,588,1410
925,532,1410
925,489,1410
925,476,1410
925,413,1410
925,395,1410
925,383,1410
925,159,1410
925,100,1410
925,76,1410
925,51,1410
925,21,1410
925,9,1410
926,703,711
926,673,711
926,661,711
926,626,711
926,581,711
926,323,711
926,264,711
926,228,711
926,111,711
926,90,711
927,1487,1488
927,1460,1488
927,1422,1488
927,1413,1488
927,1374,1488
927,1337,1488
927,1299,1488
927,1102,1488
927,945,1488
927,909,1488
927,780,1488
927,711,1488
927,630,1488
927,585,1488
927,542,1488
927,530,1488
927,422,1488
927,413,1488
927,300,1488
927,177,1488
927,104,1488
927,93,1488
927,70,1488
927,42,1488
927,10,1488
928,10,732
928,72,732
928,97,732
928,212,732
928,377,732
928,394,732
928,574,732
928,613,732
928,637,732
928,731,732
929,18,1119
929,146,1119
929,231,1119
929,289,1119
929,293,1119
929,365,1119
929,376,1119
929,503,1119
929,517,1119
929,767,1119
929,781,1119
929,788,1119
929,860,1119
929,1047,1119
929,1059,1119
929,1118,1119
930,15,1689
930,36,1689
930,45,1689
930,96,1689
930,99,1689
930,156,1689
930,237,1689
930,310,1689
930,318,1689
930,339,1689
930,362,1689
930,492,1689
930,517,1689
930,528,1689
930,563,1689
930,579,1689
930,596,1689
930,653,1689
930,669,1689
930,686,1689
930,716,1689
930,722,1689
930,809,1689
930,832,1689
930,917,1689
930,970,1689
930,1016,1689
930,1061,1689
930,1118,1689
930,1124,1689
930,1143,1689
930,1166,1689
930,1313,1689
930,1323,1689
930,1346,1689
930,1442,1689
930,1454,1689
930,1466,1689
930,1490,1689
930,1641,1689
930,1652,1689
930,1655,1689
930,1681,1689
931,82,2394
931,132,2394
931,496,2394
931,539,2394
931,569,2394
931,662,2394
931,695,2394
931,1147,2394
931,1305,2394
931,1361,2394
931,1517,2394
931,1588,2394
931,1645,2394
931,1768,2394
931,1788,2394
931,1798,2394
931,1808,2394
931,1837,2394
931,1848,2394
931,1857,2394
931,1927,2394
931,1979,2394
931,2002,2394
931,2028,2394
931,2057,2394
931,2069,2394
931,2081,2394
931,2148,2394
931,2177,2394
931,2222,2394
931,2393,2394
932,13,162
932,61,162
932,105,162
932,161,162
933,21,180
933,110,180
933,179,180
934,30,435
934,80,435
934,108,435
934,161,435
934,212,435
934,280,435
934,285,435
934.1,7,774
934.1,13,774
934.1,16,774
934.1,86,774
934.1,131,774
934.1,140,774
934.1,227,774
934.1,235,774
934.1,309,774
934.1,449,774
934.1,462,774
934.1,470,774
934.1,527,774
934.1,618,774
934.1,707,774
934.1,773,774
936,119,270
936,122,270
936,158,270
936,167,270
936,269,270
937,358,408
937,323,408
937,252,408
937,233,408
937,188,408
937,88,408
937,51,408
937,8,408
938,1506,1509
938,1417,1509
938,1392,1509
938,1349,1509
938,1307,1509
938,1250,1509
938,1229,1509
938,1195,1509
938,1156,1509
938,1148,1509
938,1142,1509
938,1136,1509
938,1121,1509
938,1048,1509
938,1029,1509
938,938,1509
938,902,1509
938,800,1509
938,789,1509
938,729,1509
938,725,1509
938,696,1509
938,665,1509
938,629,1509
938,622,1509
938,620,1509
938,602,1509
938,567,1509
938,499,1509
938,488,1509
938,473,1509
938,455,1509
938,448,1509
938,436,1509
938,280,1509
938,266,1509
938,203,1509
938,183,1509
938,158,1509
938,62,1509
938,26,1509
939,1142,1239
939,1032,1239
939,944,1239
939,837,1239
939,833,1239
939,713,1239
939,634,1239
939,500,1239
939,488,1239
939,453,1239
939,449,1239
939,360,1239
939,335,1239
939,144,1239
939,91,1239
939,32,1239
939,1,1239
940,1280,1281
940,1246,1281
940,1236,1281
940,1189,1281
940,1104,1281
940,990,1281
940,860,1281
940,858,1281
940,785,1281
940,759,1281
940,741,1281
940,470,1281
940,464,1281
940,428,1281
940,415,1281
940,224,1281
940,143,1281
940,84,1281
940,56,1281
940,27,1281
941,299,300
941,260,300
941,199,300
941,185,300
941,120,300
941,67,300
942,1,1782
942,55,1782
942,122,1782
942,191,1782
942,219,1782
942,230,1782
942,256,1782
942,322,1782
942,331,1782
942,337,1782
942,353,1782
942,380,1782
942,418,1782
942,433,1782
942,488,1782
942,508,1782
942,515,1782
942,524,1782
942,588,1782
942,670,1782
942,698,1782
942,823,1782
942,914,1782
942,988,1782
942,995,1782
942,1119,1782
942,1126,1782
942,1194,1782
942,1237,1782
942,1246,1782
942,1249,1782
